client,fedavg_acc,gt_fedavg_acc
1,0.10378378629684448,0.7729730010032654
2,0.10378378629684448,0.7870270013809204
3,0.8380434513092041,0.8393478393554688
1,0.10621621459722519,0.7827026844024658
2,0.10621621459722519,0.7832432389259338
3,0.8452174067497253,0.8452174067497253
1,0.10621621459722519,0.7845945954322815
2,0.10621621459722519,0.7840540409088135
3,0.8443478345870972,0.8447825908660889
1,0.10459459573030472,0.7781081199645996
2,0.10459459573030472,0.7843243479728699
3,0.8408695459365845,0.8439130187034607
1,0.10675675421953201,0.7870270013809204
2,0.10675675421953201,0.7859459519386292
3,0.8473913073539734,0.8441304564476013
1,0.17681817710399628,0.6581818461418152
2,0.17681817710399628,0.660909116268158
3,0.7478846311569214,0.7436538338661194
1,0.17681817710399628,0.6581818461418152
2,0.17681817710399628,0.6556817889213562
3,0.7438461780548096,0.7492307424545288
1,0.1765909045934677,0.6368181705474854
2,0.1765909045934677,0.6572727560997009
3,0.7390384674072266,0.7409615516662598
